DT_MAJ_GDUNO,COMBINE_NUO_NUI,CD_ORGNS,NOM_COURT_ORGNS,NOM_OFFCL_ORGNS,ADRS_GEO_L1_GDUNO_ORGNS,ADRS_GEO_L2_GDUNO_ORGNS,CD_POSTL_GDUNO_ORGNS,CD_MUNCP_GDUNO_ORGNS,NOM_MUNCP_GDUNO_ORGNS,CD_IMM,NOM_IMM,ADRS_GEO_L1_GDUNO_IMM,ADRS_GEO_L2_GDUNO_IMM,CD_MUNCP_GDUNO_IMM,NOM_MUNCP_GDUNO_IMM,CD_POSTL_GDUNO_IMM,PRESC,PRIM,SEC,FORM_PRO,ADULTE,SITE_WEB_ORGNS,COORD_X_LL84_IMM,COORD_Y_LL84_IMM,ORDRE_ENS,CD_CS,TYPE_CS,STYLE_CART,NOM_MUNCP,NOM_MRC,NOM_REG_ADM,NOM_CEP,NOM_CS
,91773842,689310,CEA Mountain Ridge,Centre d'éducation des adultes Mountain Ridge,"503, boulevard Bonne-Espérance",Vieux-Fort,G0G2G0,98010,Bonne-Espérance,689065,Mountain Ridge,Vieux Fort,,98010,Bonne-Espérance,G0G2G0,0,0,0,0,1,,-57.817514,51.425927,Éducation aux adultes,689000,Statut,9_OrgImm_Statut_Adu,Bonne-Espérance,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,281473792,689311,CEA Saint-Bernard,Centre d'éducation des adultes Saint-Bernard,"16, rue du Cap",Lourdes-de-Blanc-Sablon,G0G1W0,98005,Blanc-Sablon,689011,Centre éducatif Saint-Bernard,Lourdes-de-Blanc-Sablon,,98005,Blanc-Sablon,G0G1W0,0,0,0,0,1,www.cssdulittoral.gouv.qc.ca,-57.201969,51.412858,Éducation aux adultes,689000,Statut,9_OrgImm_Statut_Adu,Blanc-Sablon,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91793810,689312,CEA Saint-Augustine,Centre d'éducation des adultes Saint-Augustine,"107, rue de la Brunante",,G0G2R0,98012,Saint-Augustin,689031,Saint-Augustin,Saint-Augustin,,98012,Saint-Augustin,G0G2R0,0,0,0,0,1,,-58.647792,51.226592,Éducation aux adultes,689000,Statut,9_OrgImm_Statut_Adu,Saint-Augustin,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91803782,689313,CEA Saint-Lawrence,Centre d'éducation des adultes Saint-Lawrence,"3, rue St-Lawrence",Mutton Bay,G0G2C0,98014,Gros-Mécatina,689002,Centre St. Lawrence,Baie-des-Moutons,,98014,Gros-Mécatina,G0G2C0,0,0,0,0,1,,-59.02694,50.773547,Éducation aux adultes,689000,Statut,9_OrgImm_Statut_Adu,Gros-Mécatina,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91815549,689314,CEA Saint-Paul,Centre d'éducation des adultes Saint-Paul,"2, Baylis West",Rivière Saint-Paul,G0G2P0,98010,Bonne-Espérance,689076,Saint-Paul,Rivière Saint-Paul,,98010,Bonne-Espérance,G0G2P0,0,0,0,0,1,,-57.70766,51.476938,Éducation aux adultes,689000,Statut,9_OrgImm_Statut_Adu,Bonne-Espérance,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91863846,689317,CEA Saint-Joseph,Centre d'éducation des adultes Saint-Joseph,"2, rue Savoy",Port-Menier,G0G2Y0,98020,L'Île-d'Anticosti,689039,Saint-Joseph,Port-Menier,,98020,L'Île-d'Anticosti,G0G2Y0,0,0,0,0,1,,-64.350185,49.817597,Éducation aux adultes,689000,Statut,9_OrgImm_Statut_Adu,L'Île-d'Anticosti,Minganie,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91873816,689318,CEA Gabriel-Dionne,Centre d'éducation des adultes Gabriel-Dionne,"261, avenue de l'Église",Tête-à-la-Baleine,G0G2W0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689037,Gabriel Dionne,Tête-à-la-Baleine,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G2W0,0,0,0,0,1,,-59.324862,50.701468,Éducation aux adultes,689000,Statut,9_OrgImm_Statut_Adu,Côte-Nord-du-Golfe-du-Saint-Laurent,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91883815,689319,CEA Netagamiou,Centre d'éducation des adultes Netagamiou,"61, chemin Netagamiou",Chevery,G0G1G0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689036,Nétagamiou,Chevery,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G1G0,0,0,0,0,1,,-59.618853,50.467458,Éducation aux adultes,689000,Statut,9_OrgImm_Statut_Adu,Côte-Nord-du-Golfe-du-Saint-Laurent,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91916098,689404,CFP Marie-Sarah,Centre de formation professionnelle Marie-Sarah,"24, chemin du Ruisseau",La Romaine,G0G1M0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689118,Centre Marie-Sarah,La Romaine,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G1M0,0,0,0,1,0,,-60.661024,50.216895,Formation professionnelle,689000,Statut,8_OrgImm_Statut_Fp,La Romaine,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91923804,689407,CFP Harrington,Centre de formation professionnelle Harrington,"4, allée Mary-Morency",Harrington Harbour,G0G1N0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689024,Harrington,Harrington Harbour,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G1N0,0,0,0,1,0,,-59.48002,50.500156,Formation professionnelle,689000,Statut,8_OrgImm_Statut_Fp,Côte-Nord-du-Golfe-du-Saint-Laurent,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91933809,689408,CFP Mecatina,Centre de formation professionnelle Mecatina,"2, rue du Cove Sud",La Tabatière,G0G1T0,98014,Gros-Mécatina,689030,Mécatina,La Tabatière,,98014,Gros-Mécatina,G0G1T0,0,0,0,1,0,,-58.958308,50.829549,Formation professionnelle,689000,Statut,8_OrgImm_Statut_Fp,Gros-Mécatina,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91943806,689409,CFP Kegaska,Centre de formation professionnelle Kegaska,"102, rue Jacques-Cartier",Kegaska,G0G1S0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689026,Kégaska,Kégaska,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G1S0,0,0,0,1,0,,-61.272308,50.18925,Formation professionnelle,689000,Statut,8_OrgImm_Statut_Fp,Côte-Nord-du-Golfe-du-Saint-Laurent,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91953842,689410,CFP Mountain Ridge,Centre de formation professionnelle Mountain Ridge,"503, boulevard Bonne-Espérance",Vieux-Fort,G0G2G0,98010,Bonne-Espérance,689065,Mountain Ridge,Vieux Fort,,98010,Bonne-Espérance,G0G2G0,0,0,0,1,0,,-57.817514,51.425927,Formation professionnelle,689000,Statut,8_OrgImm_Statut_Fp,Bonne-Espérance,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,281483792,689411,CFP Saint-Bernard,Centre de formation professionnelle Saint-Bernard,"16, rue du Cap",Lourdes-de-Blanc-Sablon,G0G1W0,98005,Blanc-Sablon,689011,Centre éducatif Saint-Bernard,Lourdes-de-Blanc-Sablon,,98005,Blanc-Sablon,G0G1W0,0,0,0,1,0,www.csddulittoral.gouv.qc.ca,-57.201969,51.412858,Formation professionnelle,689000,Statut,8_OrgImm_Statut_Fp,Blanc-Sablon,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91963810,689412,CFP Saint-Augustine,Centre de formation professionnelle Saint-Augustine,"107, rue de la Brunante",,G0G2R0,98012,Saint-Augustin,689031,Saint-Augustin,Saint-Augustin,,98012,Saint-Augustin,G0G2R0,0,0,0,1,0,,-58.647792,51.226592,Formation professionnelle,689000,Statut,8_OrgImm_Statut_Fp,Saint-Augustin,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91973782,689413,CFP Saint-Lawrence,Centre de formation professionnelle Saint-Lawrence,"3, rue St-Lawrence",Mutton Bay,G0G2C0,98014,Gros-Mécatina,689002,Centre St. Lawrence,Baie-des-Moutons,,98014,Gros-Mécatina,G0G2C0,0,0,0,1,0,,-59.02694,50.773547,Formation professionnelle,689000,Statut,8_OrgImm_Statut_Fp,Gros-Mécatina,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91985549,689414,CFP Saint-Paul,Centre de formation professionnelle Saint-Paul,"2, Baylis West",Rivière Saint-Paul,G0G2P0,98010,Bonne-Espérance,689076,Saint-Paul,Rivière Saint-Paul,,98010,Bonne-Espérance,G0G2P0,0,0,0,1,0,,-57.70766,51.476938,Formation professionnelle,689000,Statut,8_OrgImm_Statut_Fp,Bonne-Espérance,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,92013846,689417,CFP Saint-Joseph,Centre de formation professionnelle Saint-Joseph,"2, rue Savoy",Port-Menier,G0G2Y0,98020,L'Île-d'Anticosti,689039,Saint-Joseph,Port-Menier,,98020,L'Île-d'Anticosti,G0G2Y0,0,0,0,1,0,,-64.350185,49.817597,Formation professionnelle,689000,Statut,8_OrgImm_Statut_Fp,L'Île-d'Anticosti,Minganie,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,92023816,689418,CFP Gabriel-Dionne,Centre de formation professionnelle Gabriel-Dionne,"261, avenue de l'Église",Tête-à-la-Baleine,G0G2W0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689037,Gabriel Dionne,Tête-à-la-Baleine,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G2W0,0,0,0,1,0,,-59.324862,50.701468,Formation professionnelle,689000,Statut,8_OrgImm_Statut_Fp,Côte-Nord-du-Golfe-du-Saint-Laurent,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,92033815,689419,CFP Netagamiou,Centre de formation professionnelle Netagamiou,"61, chemin Netagamiou",Chevery,G0G1G0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689036,Nétagamiou,Chevery,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G1G0,0,0,0,1,0,,-59.618853,50.467458,Formation professionnelle,689000,Statut,8_OrgImm_Statut_Fp,Côte-Nord-du-Golfe-du-Saint-Laurent,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,9326121,711002,École Lac-au-Saumon,École Lac-au-Saumon,"81, rue du Rosaire",,G0J1M0,07057,Lac-au-Saumon,711002,Lac-au-Saumon,"81, rue du Rosaire",,07057,Lac-au-Saumon,G0J1M0,1,1,0,0,0,,-67.348449,48.421558,Préscolaire - Primaire,711000,Franco,4_OrgImm_Franco_presc_prim,Lac-au-Saumon,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,9328123,711007,École St-Vianney - St-Tharcisius,École Saint-Vianney - Saint-Tharcisius,"160, avenue Centrale",,G0J3J0,07075,Saint-Vianney,711007,Saint-Vianney,"160, avenue Centrale",,07075,Saint-Vianney,G0J3J0,0,1,0,0,0,,-67.411775,48.617431,Primaire,711000,Franco,2_OrgImm_Franco_primaire,Saint-Vianney,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,9328124,711007,École St-Vianney - St-Tharcisius,École Saint-Vianney - Saint-Tharcisius,"160, avenue Centrale",,G0J3J0,07075,Saint-Vianney,711008,Saint-Tharcisius,"75, Principale Nord",,07070,Saint-Tharcisius,G0J3G0,1,1,0,0,0,,-67.341521,48.546264,Préscolaire - Primaire,711000,Franco,4_OrgImm_Franco_presc_prim,Saint-Tharcisius,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,91433804,689007,École Harrington,École Harrington,"4, allée Mary-Morency",Harrington Harbour,G0G1N0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689024,Harrington,Harrington Harbour,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G1N0,1,1,1,0,0,https://cssdulittoral.gouv.qc.ca/ecole/ecole-harrington/,-59.48002,50.500156,Préscolaire - Primaire - Secondaire,689000,Statut,5_OrgImm_Statut_presc_prim_sec,Côte-Nord-du-Golfe-du-Saint-Laurent,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91443809,689008,École Mecatina,École Mecatina,"2, rue du Cove Sud",La Tabatière,G0G1T0,98014,Gros-Mécatina,689030,Mécatina,La Tabatière,,98014,Gros-Mécatina,G0G1T0,1,1,1,0,0,https://csddulittoral.gouv.qc.ca/ecole/ecole-mecatina/,-58.958308,50.829549,Préscolaire - Primaire - Secondaire,689000,Statut,5_OrgImm_Statut_presc_prim_sec,Gros-Mécatina,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91473806,689009,École Kegaska,École Kegaska,"102, rue Jacques-Cartier",Kegaska,G0G1S0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689026,Kégaska,Kégaska,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G1S0,1,1,1,0,0,https://cssdulittoral.gouv.qc.ca/ecole/ecole-kegaska/,-61.272308,50.18925,Préscolaire - Primaire - Secondaire,689000,Statut,5_OrgImm_Statut_presc_prim_sec,Côte-Nord-du-Golfe-du-Saint-Laurent,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91483842,689010,École Mountain Ridge,École Mountain Ridge,"503, boulevard Bonne-Espérance",Vieux-Fort,G0G2G0,98010,Bonne-Espérance,689065,Mountain Ridge,Vieux Fort,,98010,Bonne-Espérance,G0G2G0,1,1,0,0,0,https://cssdulittoral.gouv.qc.ca/ecole/ecole-mountain-ridge/,-57.817514,51.425927,Préscolaire - Primaire,689000,Statut,4_OrgImm_Statut_presc_prim,Bonne-Espérance,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91533810,689012,École Saint-Augustine,École Saint-Augustine,"107, rue de la Brunante",,G0G2R0,98012,Saint-Augustin,689031,Saint-Augustin,Saint-Augustin,,98012,Saint-Augustin,G0G2R0,1,1,1,0,0,https://cssdulittoral.gouv.qc.ca/ecole/ecole-st-augustine/,-58.647792,51.226592,Préscolaire - Primaire - Secondaire,689000,Statut,5_OrgImm_Statut_presc_prim_sec,Saint-Augustin,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91575549,689014,École Saint-Paul,École Saint-Paul,"2, Baylis West",Rivière Saint-Paul,G0G2P0,98010,Bonne-Espérance,689076,Saint-Paul,Rivière Saint-Paul,,98010,Bonne-Espérance,G0G2P0,0,0,1,0,0,https://cssdulittoral.gouv.qc.ca/ecole/ecole-st-paul/,-57.70766,51.476938,Secondaire,689000,Statut,3_OrgImm_Statut_secondaire,Bonne-Espérance,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91613808,689016,École Monseigneur-Scheffer,École Monseigneur-Scheffer,"20, rue Mgr-Scheffer",Lourdes-de-Blanc-Sablon,G0G1W0,98005,Blanc-Sablon,689028,Mgr Scheffer,Lourdes-de-Blanc-Sablon,,98005,Blanc-Sablon,G0G1W0,1,1,1,0,0,https://cssdulittoral.gouv.qc.ca/ecole/ecole-mgr-scheffer/,-57.187186,51.414445,Préscolaire - Primaire - Secondaire,689000,Statut,5_OrgImm_Statut_presc_prim_sec,Blanc-Sablon,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91633846,689017,École Saint-Joseph,École Saint-Joseph,"2, rue Savoy",Port-Menier,G0G2Y0,98020,L'Île-d'Anticosti,689039,Saint-Joseph,Port-Menier,,98020,L'Île-d'Anticosti,G0G2Y0,1,1,1,0,0,https://cssdulittoral.gouv.qc.ca/ecole/ecole-st-joseph/,-64.350185,49.817597,Préscolaire - Primaire - Secondaire,689000,Statut,5_OrgImm_Statut_presc_prim_sec,L'Île-d'Anticosti,Minganie,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91643816,689018,École Gabriel-Dionne,École Gabriel-Dionne,"261, avenue de l'Église",Tête-à-la-Baleine,G0G2W0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689037,Gabriel Dionne,Tête-à-la-Baleine,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G2W0,1,1,1,0,0,https://cssdulittoral.gouv.qc.ca/ecole/ecole-gabriel-dionne/,-59.324862,50.701468,Préscolaire - Primaire - Secondaire,689000,Statut,5_OrgImm_Statut_presc_prim_sec,Côte-Nord-du-Golfe-du-Saint-Laurent,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91653815,689019,École Netagamiou,École Netagamiou,"61, chemin Netagamiou",Chevery,G0G1G0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689036,Nétagamiou,Chevery,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G1G0,1,1,1,0,0,https://cssdulittoral.gouv.qc.ca/ecole/ecole-netagamiou/,-59.618853,50.467458,Préscolaire - Primaire - Secondaire,689000,Statut,5_OrgImm_Statut_presc_prim_sec,Côte-Nord-du-Golfe-du-Saint-Laurent,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91736098,689304,CEA Marie-Sarah,Centre d'éducation des adultes Marie-Sarah,"24, chemin du Ruisseau",La Romaine,G0G1M0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689118,Centre Marie-Sarah,La Romaine,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G1M0,0,0,0,0,1,,-60.661024,50.216895,Éducation aux adultes,689000,Statut,9_OrgImm_Statut_Adu,La Romaine,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91743804,689307,CEA Harrington,Centre d'éducation des adultes Harrington,"4, allée Mary-Morency",Harrington Harbour,G0G1N0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689024,Harrington,Harrington Harbour,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G1N0,0,0,0,0,1,,-59.48002,50.500156,Éducation aux adultes,689000,Statut,9_OrgImm_Statut_Adu,Côte-Nord-du-Golfe-du-Saint-Laurent,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91753809,689308,CEA Mecatina,Centre d'éducation des adultes Mecatina,"2, rue du Cove Sud",La Tabatière,G0G1T0,98014,Gros-Mécatina,689030,Mécatina,La Tabatière,,98014,Gros-Mécatina,G0G1T0,0,0,0,0,1,,-58.958308,50.829549,Éducation aux adultes,689000,Statut,9_OrgImm_Statut_Adu,Gros-Mécatina,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,91763806,689309,CEA Kegaska,Centre d'éducation des adultes Kegaska,"102, rue Jacques-Cartier",Kegaska,G0G1S0,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,689026,Kégaska,Kégaska,,98015,Côte-Nord-du-Golfe-du-Saint-Laurent,G0G1S0,0,0,0,0,1,,-61.272308,50.18925,Éducation aux adultes,689000,Statut,9_OrgImm_Statut_Adu,Côte-Nord-du-Golfe-du-Saint-Laurent,Le Golfe-du-Saint-Laurent,Côte-Nord,Duplessis,Centre de services scolaire du Littoral
,9373124,711301,CEA de la Vallée,Centre d'éducation des adultes de la Vallée,"123, rue Desbiens",local 102,G5J3P9,07047,Amqui,711008,Saint-Tharcisius,"75, Principale Nord",,07070,Saint-Tharcisius,G0J3G0,0,0,0,0,1,www.cssmm.gouv.qc.ca/cea-amqui,-67.341521,48.546264,Éducation aux adultes,711000,Franco,9_OrgImm_Franco_Adu,Saint-Tharcisius,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,9373127,711301,CEA de la Vallée,Centre d'éducation des adultes de la Vallée,"123, rue Desbiens",local 102,G5J3P9,07047,Amqui,711014,Saint-Léon-le-Grand,"241, rue Gendron",,07030,Saint-Léon-le-Grand,G0J2W0,0,0,0,0,1,www.cssmm.gouv.qc.ca/cea-amqui,-67.502804,48.382076,Éducation aux adultes,711000,Franco,9_OrgImm_Franco_Adu,Saint-Léon-le-Grand,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,9373128,711301,CEA de la Vallée,Centre d'éducation des adultes de la Vallée,"123, rue Desbiens",local 102,G5J3P9,07047,Amqui,711015,Sr-Rachel-Fournier,"127, rue Principale",,07095,Saint-Moïse,G0J2Z0,0,0,0,0,1,www.cssmm.gouv.qc.ca/cea-amqui,-67.852735,48.55052,Éducation aux adultes,711000,Franco,9_OrgImm_Franco_Adu,Saint-Moïse,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,9373129,711301,CEA de la Vallée,Centre d'éducation des adultes de la Vallée,"123, rue Desbiens",local 102,G5J3P9,07047,Amqui,711016,Saint-Damase,"377, rue de l'Église",,07105,Saint-Damase,G0J2J0,0,0,0,0,1,www.cssmm.gouv.qc.ca/cea-amqui,-67.828561,48.662479,Éducation aux adultes,711000,Franco,9_OrgImm_Franco_Adu,Saint-Damase,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,9373130,711301,CEA de la Vallée,Centre d'éducation des adultes de la Vallée,"123, rue Desbiens",local 102,G5J3P9,07047,Amqui,711017,La Volière,"25, rue de l'Église",,07100,Saint-Noël,G0J3A0,0,0,0,0,1,www.cssmm.gouv.qc.ca/cea-amqui,-67.835091,48.58487,Éducation aux adultes,711000,Franco,9_OrgImm_Franco_Adu,Saint-Noël,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,9373132,711301,CEA de la Vallée,Centre d'éducation des adultes de la Vallée,"123, rue Desbiens",local 102,G5J3P9,07047,Amqui,711021,"Armand-Saint-Onge, secondaire","95, avenue du Parc",,07047,Amqui,G5J2L8,0,0,0,0,1,www.cssmm.gouv.qc.ca/cea-amqui,-67.438879,48.460665,Éducation aux adultes,711000,Franco,9_OrgImm_Franco_Adu,Amqui,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,9373133,711301,CEA de la Vallée,Centre d'éducation des adultes de la Vallée,"123, rue Desbiens",local 102,G5J3P9,07047,Amqui,711022,Polyvalente Forimont,"145, rue Saint-Luc",,07018,Causapscal,G0J1J0,0,0,0,0,1,www.cssmm.gouv.qc.ca/cea-amqui,-67.22338,48.347597,Éducation aux adultes,711000,Franco,9_OrgImm_Franco_Adu,Causapscal,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,9373139,711301,CEA de la Vallée,Centre d'éducation des adultes de la Vallée,"123, rue Desbiens",local 102,G5J3P9,07047,Amqui,711030,Sainte-Marie,"2, rue de l'Église",,07085,Sayabec,G0J3K0,0,0,0,0,1,www.cssmm.gouv.qc.ca/cea-amqui,-67.686902,48.565547,Éducation aux adultes,711000,Franco,9_OrgImm_Franco_Adu,Sayabec,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,9373141,711301,CEA de la Vallée,Centre d'éducation des adultes de la Vallée,"123, rue Desbiens",local 102,G5J3P9,07047,Amqui,711038,Val-Brillant,"14, rue de la Fabrique",,07080,Val-Brillant,G0J3L0,0,0,0,0,1,www.cssmm.gouv.qc.ca/cea-amqui,-67.547185,48.531689,Éducation aux adultes,711000,Franco,9_OrgImm_Franco_Adu,Val-Brillant,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,9373142,711301,CEA de la Vallée,Centre d'éducation des adultes de la Vallée,"123, rue Desbiens",local 102,G5J3P9,07047,Amqui,711039,Polyvalente de Sayabec,"8, rue Keable",,07085,Sayabec,G0J3K0,0,0,0,0,1,www.cssmm.gouv.qc.ca/cea-amqui,-67.681166,48.563391,Éducation aux adultes,711000,Franco,9_OrgImm_Franco_Adu,Sayabec,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,9373143,711301,CEA de la Vallée,Centre d'éducation des adultes de la Vallée,"123, rue Desbiens",local 102,G5J3P9,07047,Amqui,711040,Sainte-Ursule,"123, rue Desbiens",,07047,Amqui,G5J3P9,0,0,0,0,1,www.cssmm.gouv.qc.ca/cea-amqui,-67.432142,48.468524,Éducation aux adultes,711000,Franco,9_OrgImm_Franco_Adu,Amqui,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,9373146,711301,CEA de la Vallée,Centre d'éducation des adultes de la Vallée,"123, rue Desbiens",local 102,G5J3P9,07047,Amqui,711044,Sainte-Irène,"359, rue Principale",,07040,Sainte-Irène,G0J2P0,0,0,0,0,1,www.cssmm.gouv.qc.ca/cea-amqui,-67.593224,48.434444,Éducation aux adultes,711000,Franco,9_OrgImm_Franco_Adu,Sainte-Irène,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,274246116,711460,CFPRO Matanie - Vallée & Foresterie,Centre de formation professionnelle Matanie - Vallée et Foresterie,"271, boulevard du Père-Lamarche",,G4W0C3,08053,Matane,711003,CFP en foresterie de l'Est-du-Québec,"165, rue Saint-Luc",,07018,Causapscal,G0J1J0,0,0,0,1,0,https://cfpro.ca/,-67.224468,48.345936,Formation professionnelle,711000,Franco,8_OrgImm_Franco_Fp,Causapscal,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,27424132,711460,CFPRO Matanie - Vallée & Foresterie,Centre de formation professionnelle Matanie - Vallée et Foresterie,"271, boulevard du Père-Lamarche",,G4W0C3,08053,Matane,711021,"Armand-Saint-Onge, secondaire","95, avenue du Parc",,07047,Amqui,G5J2L8,0,0,0,1,0,https://cfpro.ca/,-67.438879,48.460665,Formation professionnelle,711000,Franco,8_OrgImm_Franco_Fp,Amqui,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
,27424133,711460,CFPRO Matanie - Vallée & Foresterie,Centre de formation professionnelle Matanie - Vallée et Foresterie,"271, boulevard du Père-Lamarche",,G4W0C3,08053,Matane,711022,Polyvalente Forimont,"145, rue Saint-Luc",,07018,Causapscal,G0J1J0,0,0,0,1,0,https://cfpro.ca/,-67.22338,48.347597,Formation professionnelle,711000,Franco,8_OrgImm_Franco_Fp,Causapscal,La Matapédia,Bas-Saint-Laurent,Matane-Matapédia,Centre de services scolaire des Monts-et-Marées
